State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Florida,2/22/2020,4861,2/15/2020,33570,8604277,0.39
Florida,2/29/2020,4853,2/22/2020,33421,8604277,0.39
Florida,3/7/2020,5325,2/29/2020,32262,8604277,0.37
Florida,3/14/2020,6463,3/7/2020,32244,8604277,0.37
Florida,3/21/2020,74313,3/14/2020,33728,8604277,0.39
Florida,3/28/2020,228484,3/21/2020,35076,8604277,0.41
Georgia,1/5/2019,17800,12/29/2018,38700,4271277,0.91
Georgia,1/12/2019,13145,1/5/2019,38060,4290407,0.89
Georgia,1/19/2019,7402,1/12/2019,29355,4290407,0.68
Georgia,1/26/2019,5529,1/19/2019,28292,4290407,0.66
Georgia,2/2/2019,5483,1/26/2019,27875,4290407,0.65
Georgia,2/9/2019,5575,2/2/2019,27142,4290407,0.63
Georgia,2/16/2019,5711,2/9/2019,26530,4290407,0.62
Georgia,2/23/2019,5120,2/16/2019,27208,4290407,0.63
Georgia,3/2/2019,5781,2/23/2019,26703,4290407,0.62
Georgia,3/9/2019,5166,3/2/2019,25281,4290407,0.59
Georgia,3/16/2019,4387,3/9/2019,24682,4290407,0.58
Georgia,3/23/2019,4182,3/16/2019,23918,4290407,0.56
Georgia,3/30/2019,4171,3/23/2019,23944,4290407,0.56
Georgia,4/6/2019,4642,3/30/2019,23020,4290407,0.54
Georgia,4/13/2019,5248,4/6/2019,24837,4314458,0.58
Georgia,4/20/2019,4655,4/13/2019,23737,4314458,0.55
Georgia,4/27/2019,4457,4/20/2019,24013,4314458,0.56
Georgia,5/4/2019,4851,4/27/2019,23899,4314458,0.55
Georgia,5/11/2019,5072,5/4/2019,23743,4314458,0.55
Georgia,5/18/2019,4286,5/11/2019,24030,4314458,0.56
Georgia,5/25/2019,4191,5/18/2019,24042,4314458,0.56
Georgia,6/1/2019,4474,5/25/2019,24268,4314458,0.56
Georgia,6/8/2019,5366,6/1/2019,24860,4314458,0.58
Georgia,6/15/2019,4332,6/8/2019,24648,4314458,0.57
Georgia,6/22/2019,4412,6/15/2019,25072,4314458,0.58
Georgia,6/29/2019,4336,6/22/2019,24973,4314458,0.58
Georgia,7/6/2019,5234,6/29/2019,24972,4314458,0.58
Georgia,7/13/2019,9065,7/6/2019,30818,4332044,0.71
Georgia,7/20/2019,6107,7/13/2019,27148,4332044,0.63
Georgia,7/27/2019,4275,7/20/2019,26077,4332044,0.6
Georgia,8/3/2019,4402,7/27/2019,25618,4332044,0.59
Georgia,8/10/2019,4395,8/3/2019,25319,4332044,0.58
Georgia,8/17/2019,3913,8/10/2019,24789,4332044,0.57
Georgia,8/24/2019,4450,8/17/2019,25549,4332044,0.59
Georgia,8/31/2019,4797,8/24/2019,24822,4332044,0.57
Georgia,9/7/2019,3645,8/31/2019,24574,4332044,0.57
Georgia,9/14/2019,5208,9/7/2019,25217,4332044,0.58
Georgia,9/21/2019,4262,9/14/2019,24252,4332044,0.56
Georgia,9/28/2019,4534,9/21/2019,23955,4332044,0.55
Georgia,10/5/2019,4843,9/28/2019,24335,4332044,0.56
Georgia,10/12/2019,5100,10/5/2019,23752,4353840,0.55
Georgia,10/19/2019,4431,10/12/2019,24134,4353840,0.55
Georgia,10/26/2019,6255,10/19/2019,25067,4353840,0.58
Georgia,11/2/2019,5207,10/26/2019,24694,4353840,0.57
Georgia,11/9/2019,5417,11/2/2019,24251,4353840,0.56
Georgia,11/16/2019,3934,11/9/2019,23917,4353840,0.55
Georgia,11/23/2019,5780,11/16/2019,24461,4353840,0.56
Georgia,11/30/2019,3961,11/23/2019,21522,4353840,0.49
Georgia,12/7/2019,9592,11/30/2019,31239,4353840,0.72
Georgia,12/14/2019,6595,12/7/2019,26358,4353840,0.61
Georgia,12/21/2019,4885,12/14/2019,25133,4353840,0.58
Georgia,12/28/2019,4131,12/21/2019,24259,4353840,0.56
Georgia,1/4/2020,17060,12/28/2019,38704,4353840,0.89
Georgia,1/11/2020,17962,1/4/2020,47482,4373059,1.09
Georgia,1/18/2020,8161,1/11/2020,32079,4373059,0.73
Georgia,1/25/2020,5257,1/18/2020,28998,4373059,0.66
Georgia,2/1/2020,5199,1/25/2020,28332,4373059,0.65
Georgia,2/8/2020,5577,2/1/2020,26984,4373059,0.62
Georgia,2/15/2020,6277,2/8/2020,27317,4373059,0.62
Georgia,2/22/2020,5030,2/15/2020,26963,4373059,0.62
Georgia,2/29/2020,5538,2/22/2020,26958,4373059,0.62
Georgia,3/7/2020,4569,2/29/2020,25079,4373059,0.57
Georgia,3/14/2020,5445,3/7/2020,25352,4373059,0.58
Georgia,3/21/2020,12140,3/14/2020,27507,4373059,0.63
Georgia,3/28/2020,133820,3/21/2020,107877,4373059,2.47
Hawaii,1/5/2019,1903,12/29/2018,5233,620087,0.84
Hawaii,1/12/2019,1720,1/5/2019,7979,621166,1.28
Hawaii,1/19/2019,1203,1/12/2019,7278,621166,1.17
Hawaii,1/26/2019,1084,1/19/2019,6967,621166,1.12
Hawaii,2/2/2019,1283,1/26/2019,6936,621166,1.12
Hawaii,2/9/2019,1171,2/2/2019,6894,621166,1.11
Hawaii,2/16/2019,1154,2/9/2019,6743,621166,1.09
Hawaii,2/23/2019,1196,2/16/2019,6901,621166,1.11
Hawaii,3/2/2019,1278,2/23/2019,6900,621166,1.11
Hawaii,3/9/2019,1133,3/2/2019,6661,621166,1.07
Hawaii,3/16/2019,1155,3/9/2019,6602,621166,1.06
Hawaii,3/23/2019,1055,3/16/2019,6552,621166,1.05
Hawaii,3/30/2019,1249,3/23/2019,6646,621166,1.07
Hawaii,4/6/2019,1285,3/30/2019,6624,621166,1.07
Hawaii,4/13/2019,1128,4/6/2019,6579,621965,1.06
Hawaii,4/20/2019,989,4/13/2019,6301,621965,1.01
Hawaii,4/27/2019,1274,4/20/2019,6605,621965,1.06
Hawaii,5/4/2019,1120,4/27/2019,6513,621965,1.05
Hawaii,5/11/2019,1229,5/4/2019,6645,621965,1.07
Hawaii,5/18/2019,1242,5/11/2019,6690,621965,1.08
Hawaii,5/25/2019,1203,5/18/2019,6824,621965,1.1
Hawaii,6/1/2019,994,5/25/2019,6553,621965,1.05
Hawaii,6/8/2019,1571,6/1/2019,6940,621965,1.12
Hawaii,6/15/2019,1303,6/8/2019,7170,621965,1.15
Hawaii,6/22/2019,1280,6/15/2019,7289,621965,1.17
Hawaii,6/29/2019,1086,6/22/2019,6957,621965,1.12
Hawaii,7/6/2019,1439,6/29/2019,7451,621965,1.2
Hawaii,7/13/2019,1320,7/6/2019,7322,622901,1.18
Hawaii,7/20/2019,1068,7/13/2019,7233,622901,1.16
Hawaii,7/27/2019,1062,7/20/2019,6835,622901,1.1
Hawaii,8/3/2019,1136,7/27/2019,6855,622901,1.1
Hawaii,8/10/2019,1217,8/3/2019,6698,622901,1.08
Hawaii,8/17/2019,1011,8/10/2019,6377,622901,1.02
Hawaii,8/24/2019,1136,8/17/2019,6546,622901,1.05
Hawaii,8/31/2019,1058,8/24/2019,6319,622901,1.01
Hawaii,9/7/2019,1080,8/31/2019,6359,622901,1.02
Hawaii,9/14/2019,1141,9/7/2019,6324,622901,1.02
Hawaii,9/21/2019,936,9/14/2019,6318,622901,1.01
Hawaii,9/28/2019,1033,9/21/2019,5893,622901,0.95
Hawaii,10/5/2019,1268,9/28/2019,6019,622901,0.97
Hawaii,10/12/2019,1150,10/5/2019,5910,623074,0.95
Hawaii,10/19/2019,1298,10/12/2019,6306,623074,1.01
Hawaii,10/26/2019,1123,10/19/2019,5704,623074,0.92
Hawaii,11/2/2019,955,10/26/2019,5863,623074,0.94
Hawaii,11/9/2019,1131,11/2/2019,5764,623074,0.93
Hawaii,11/16/2019,976,11/9/2019,5805,623074,0.93
Hawaii,11/23/2019,1120,11/16/2019,5779,623074,0.93
Hawaii,11/30/2019,963,11/23/2019,5916,623074,0.95
Hawaii,12/7/2019,1435,11/30/2019,6199,623074,0.99
Hawaii,12/14/2019,1052,12/7/2019,5903,623074,0.95
Hawaii,12/21/2019,1110,12/14/2019,5693,623074,0.91
Hawaii,12/28/2019,1245,12/21/2019,5767,623074,0.93
Hawaii,1/4/2020,1825,12/28/2019,6813,623074,1.09
Hawaii,1/11/2020,1826,1/4/2020,7849,621949,1.26
Hawaii,1/18/2020,1234,1/11/2020,6623,621949,1.06
Hawaii,1/25/2020,1014,1/18/2020,6407,621949,1.03
Hawaii,2/1/2020,1135,1/25/2020,6070,621949,0.98
Hawaii,2/8/2020,1137,2/1/2020,6205,621949,1
Hawaii,2/15/2020,1199,2/8/2020,6121,621949,0.98
Hawaii,2/22/2020,1020,2/15/2020,6223,621949,1
Hawaii,2/29/2020,1049,2/22/2020,5951,621949,0.96
Hawaii,3/7/2020,1275,2/29/2020,6047,621949,0.97
Hawaii,3/14/2020,1589,3/7/2020,6203,621949,1
Hawaii,3/21/2020,8817,3/14/2020,6472,621949,1.04
Hawaii,3/28/2020,48596,3/21/2020,10930,621949,1.76
Idaho,1/5/2019,2328,12/29/2018,11690,700263,1.67
Idaho,1/12/2019,2533,1/5/2019,11931,705966,1.69
Idaho,1/19/2019,1833,1/12/2019,11276,705966,1.6
Idaho,1/26/2019,1426,1/19/2019,11417,705966,1.62
Idaho,2/2/2019,1451,1/26/2019,11404,705966,1.62
Idaho,2/9/2019,1530,2/2/2019,11124,705966,1.58
Idaho,2/16/2019,1461,2/9/2019,11236,705966,1.59
Idaho,2/23/2019,1419,2/16/2019,11234,705966,1.59
Idaho,3/2/2019,1325,2/23/2019,11217,705966,1.59
Idaho,3/9/2019,1157,3/2/2019,10833,705966,1.53
Idaho,3/16/2019,1043,3/9/2019,9697,705966,1.37
Idaho,3/23/2019,1104,3/16/2019,8666,705966,1.23
Idaho,3/30/2019,1191,3/23/2019,8011,705966,1.13
Idaho,4/6/2019,917,3/30/2019,7427,705966,1.05
Idaho,4/13/2019,948,4/6/2019,6471,711825,0.91
Idaho,4/20/2019,917,4/13/2019,6070,711825,0.85
Idaho,4/27/2019,784,4/20/2019,5718,711825,0.8
Idaho,5/4/2019,822,4/27/2019,5412,711825,0.76
Idaho,5/11/2019,736,5/4/2019,5143,711825,0.72
Idaho,5/18/2019,724,5/11/2019,4740,711825,0.67
Idaho,5/25/2019,859,5/18/2019,4454,711825,0.63
Idaho,6/1/2019,995,5/25/2019,4471,711825,0.63
Idaho,6/8/2019,988,6/1/2019,4555,711825,0.64
Idaho,6/15/2019,834,6/8/2019,4536,711825,0.64
Idaho,6/22/2019,740,6/15/2019,4621,711825,0.65
Idaho,6/29/2019,866,6/22/2019,4668,711825,0.66
Idaho,7/6/2019,1083,6/29/2019,4676,711825,0.66
Idaho,7/13/2019,772,7/6/2019,5209,717744,0.73
Idaho,7/20/2019,649,7/13/2019,5005,717744,0.7
Idaho,7/27/2019,649,7/20/2019,5103,717744,0.71
Idaho,8/3/2019,643,7/27/2019,4663,717744,0.65
Idaho,8/10/2019,742,8/3/2019,4671,717744,0.65
Idaho,8/17/2019,755,8/10/2019,4551,717744,0.63
Idaho,8/24/2019,701,8/17/2019,4404,717744,0.61
Idaho,8/31/2019,700,8/24/2019,4245,717744,0.59
Idaho,9/7/2019,733,8/31/2019,3881,717744,0.54
Idaho,9/14/2019,637,9/7/2019,3584,717744,0.5
Idaho,9/21/2019,661,9/14/2019,3432,717744,0.48
Idaho,9/28/2019,654,9/21/2019,3376,717744,0.47
Idaho,10/5/2019,712,9/28/2019,3418,717744,0.48
Idaho,10/12/2019,826,10/5/2019,3540,722812,0.49
Idaho,10/19/2019,883,10/12/2019,3525,722812,0.49
Idaho,10/26/2019,887,10/19/2019,3646,722812,0.5
Idaho,11/2/2019,966,10/26/2019,3790,722812,0.52
Idaho,11/9/2019,1289,11/2/2019,3995,722812,0.55
Idaho,11/16/2019,1255,11/9/2019,4331,722812,0.6
Idaho,11/23/2019,1197,11/16/2019,4590,722812,0.64
Idaho,11/30/2019,1567,11/23/2019,5014,722812,0.69
Idaho,12/7/2019,2274,11/30/2019,5488,722812,0.76
Idaho,12/14/2019,2462,12/7/2019,7019,722812,0.97
Idaho,12/21/2019,1972,12/14/2019,7357,722812,1.02
Idaho,12/28/2019,2191,12/21/2019,8072,722812,1.12
Idaho,1/4/2020,2957,12/28/2019,8854,722812,1.22
Idaho,1/11/2020,2131,1/4/2020,11483,727996,1.58
Idaho,1/18/2020,2172,1/11/2020,11931,727996,1.64
Idaho,1/25/2020,1821,1/18/2020,11833,727996,1.63
Idaho,2/1/2020,1446,1/25/2020,11337,727996,1.56
Idaho,2/8/2020,1443,2/1/2020,11389,727996,1.56
Idaho,2/15/2020,1356,2/8/2020,11334,727996,1.56
Idaho,2/22/2020,1114,2/15/2020,11275,727996,1.55
Idaho,2/29/2020,998,2/22/2020,10587,727996,1.45
Idaho,3/7/2020,938,2/29/2020,10167,727996,1.4
Idaho,3/14/2020,1031,3/7/2020,9336,727996,1.28
Idaho,3/21/2020,13586,3/14/2020,7869,727996,1.08
Idaho,3/28/2020,32941,3/21/2020,15523,727996,2.13
Illinois,1/5/2019,11838,12/29/2018,117562,5879922,2
Illinois,1/12/2019,12561,1/5/2019,136601,5879922,2.32
Illinois,1/19/2019,11347,1/12/2019,129588,5879922,2.2
Illinois,1/26/2019,10695,1/19/2019,131817,5879922,2.24
Illinois,2/2/2019,10755,1/26/2019,131871,5879922,2.24
Illinois,2/9/2019,9340,2/2/2019,135768,5879922,2.31
Illinois,2/16/2019,7520,2/9/2019,135273,5879922,2.3
Illinois,2/23/2019,7446,2/16/2019,134364,5879922,2.29
Illinois,3/2/2019,8005,2/23/2019,129924,5879922,2.21
Illinois,3/9/2019,11573,3/2/2019,129116,5879922,2.2
Illinois,3/16/2019,7987,3/9/2019,125462,5879922,2.13
